date,production_rate_pct,burner_load_pct,o2_pct,temperature_C,online_CO_mg_Nm3,audit_CO_mg_Nm3,online_exceed,audit_exceed,anomaly_period,month
2024-01-31,78.5,77.1,4.83,872.9,159.9,326.3,False,False,False,2024-01
2024-02-01,88.5,83.4,5.04,874.5,134.3,274.0,False,False,False,2024-02
2024-02-02,81.2,85.3,5.77,877.1,153.7,313.5,False,False,False,2024-02
2024-02-03,77.2,76.9,4.97,861.1,133.0,271.4,False,False,False,2024-02
2024-02-04,84.9,88.6,5.34,900.4,155.8,317.9,False,False,False,2024-02
2024-02-05,76.9,72.2,4.79,856.6,149.6,305.1,False,False,False,2024-02
2024-02-06,82.8,81.0,4.99,871.7,129.8,264.8,False,False,False,2024-02
2024-02-07,74.3,74.3,5.53,863.4,164.6,335.7,False,False,False,2024-02
2024-02-08,77.0,77.1,4.81,879.7,140.8,287.3,False,False,False,2024-02
2024-02-09,83.3,81.9,5.54,875.9,139.9,285.3,False,False,False,2024-02
2024-02-10,85.6,87.5,5.21,894.9,152.5,311.1,False,False,False,2024-02
2024-02-11,83.5,80.3,4.83,871.0,164.4,335.3,False,False,False,2024-02
2024-02-12,82.5,82.1,5.19,880.7,137.3,280.1,False,False,False,2024-02
2024-02-13,81.9,82.3,5.29,872.0,150.8,307.6,False,False,False,2024-02
2024-02-14,77.3,78.9,5.19,891.8,155.4,316.9,False,False,False,2024-02
2024-02-15,80.5,82.7,4.53,869.7,158.7,323.7,False,False,False,2024-02
2024-02-16,81.7,78.3,4.78,876.5,152.2,310.5,False,False,False,2024-02
2024-02-17,87.9,83.3,4.93,885.1,145.4,296.6,False,False,False,2024-02
2024-02-18,85.2,89.1,4.98,890.2,139.7,284.9,False,False,False,2024-02
2024-02-19,76.9,77.9,5.19,872.0,151.1,308.2,False,False,False,2024-02
2024-02-20,85.4,83.2,5.05,878.8,136.6,278.7,False,False,False,2024-02
2024-02-21,82.7,87.4,4.6,885.2,113.5,231.5,False,False,False,2024-02
2024-02-22,81.7,82.0,5.11,877.2,155.5,317.1,False,False,False,2024-02
2024-02-23,87.0,90.5,5.18,896.3,161.3,329.1,False,False,False,2024-02
2024-02-24,88.8,89.0,5.17,904.4,120.5,245.7,False,False,False,2024-02
2024-02-25,88.5,94.7,5.32,889.1,137.4,280.3,False,False,False,2024-02
2024-02-26,81.5,86.8,5.25,873.2,157.7,321.8,False,False,False,2024-02
2024-02-27,83.8,83.0,5.14,878.9,175.7,358.5,False,False,False,2024-02
2024-02-28,86.4,89.3,4.98,907.9,150.3,306.5,False,False,False,2024-02
2024-02-29,89.1,91.1,4.5,882.8,140.9,287.4,False,False,False,2024-02
2024-03-01,83.4,87.5,5.13,898.1,147.7,301.3,False,False,False,2024-03
2024-03-02,84.7,81.8,5.06,891.6,167.2,341.1,False,False,False,2024-03
2024-03-03,81.1,83.2,5.08,875.4,141.9,289.5,False,False,False,2024-03
2024-03-04,80.8,84.0,4.62,885.4,140.0,285.6,False,False,False,2024-03
2024-03-05,89.0,83.7,4.68,893.5,144.0,293.7,False,False,False,2024-03
2024-03-06,91.2,87.7,5.32,882.2,138.1,281.7,False,False,False,2024-03
2024-03-07,85.6,79.5,4.99,873.8,151.5,309.1,False,False,False,2024-03
2024-03-08,90.0,89.2,5.2,882.4,170.3,347.4,False,False,False,2024-03
2024-03-09,87.5,89.7,5.01,879.5,154.0,314.2,False,False,False,2024-03
2024-03-10,83.6,88.1,5.01,880.5,146.8,299.6,False,False,False,2024-03
2024-03-11,87.7,87.9,5.28,875.7,146.4,298.6,False,False,False,2024-03
2024-03-12,92.4,97.3,4.85,897.1,130.5,266.1,False,False,False,2024-03
2024-03-13,86.2,82.1,5.03,872.3,161.0,328.5,False,False,False,2024-03
2024-03-14,92.7,87.6,4.86,887.0,149.0,304.0,False,False,False,2024-03
2024-03-15,76.0,75.8,4.87,858.6,147.7,301.4,False,False,False,2024-03
2024-03-16,89.8,91.0,4.91,891.8,189.9,387.4,False,False,False,2024-03
2024-03-17,86.9,86.9,5.07,890.9,153.7,313.6,False,False,False,2024-03
2024-03-18,85.5,79.3,4.86,859.2,140.6,286.8,False,False,False,2024-03
2024-03-19,87.1,86.8,5.38,887.2,144.7,295.1,False,False,False,2024-03
2024-03-20,78.8,74.9,4.73,879.7,164.4,335.3,False,False,False,2024-03
2024-03-21,85.9,87.9,4.94,875.8,151.4,308.9,False,False,False,2024-03
2024-03-22,88.3,89.3,4.87,900.6,132.0,269.3,False,False,False,2024-03
2024-03-23,92.8,89.9,5.43,891.3,161.5,329.4,False,False,False,2024-03
2024-03-24,84.8,83.3,5.06,874.3,141.6,289.0,False,False,False,2024-03
2024-03-25,83.7,80.5,5.31,876.2,173.4,353.8,False,False,False,2024-03
2024-03-26,84.9,84.7,4.55,886.2,163.5,333.5,False,False,False,2024-03
2024-03-27,90.6,93.5,5.08,892.8,144.4,294.6,False,False,False,2024-03
2024-03-28,88.3,85.3,5.27,886.7,166.0,338.7,False,False,False,2024-03
2024-03-29,84.9,86.4,5.02,876.3,150.8,307.7,False,False,False,2024-03
2024-03-30,89.0,87.5,5.32,886.3,160.7,327.7,False,False,False,2024-03
2024-03-31,87.4,85.0,4.84,870.7,156.1,318.4,False,False,False,2024-03
2024-04-01,90.9,90.6,5.42,887.8,139.4,284.4,False,False,False,2024-04
2024-04-02,84.2,81.1,5.69,870.1,142.0,289.6,False,False,False,2024-04
2024-04-03,85.7,84.0,4.89,874.9,162.9,332.3,False,False,False,2024-04
2024-04-04,85.4,81.8,4.87,888.1,145.8,297.5,False,False,False,2024-04
2024-04-05,81.1,87.0,5.44,893.1,145.0,295.7,False,False,False,2024-04
2024-04-06,88.1,88.2,5.47,890.8,138.1,281.6,False,False,False,2024-04
2024-04-07,88.0,85.9,4.84,874.3,155.3,316.8,False,False,False,2024-04
2024-04-08,86.9,87.6,4.87,882.6,175.8,358.6,False,False,False,2024-04
2024-04-09,85.9,85.6,4.92,892.4,136.7,278.8,False,False,False,2024-04
2024-04-10,81.2,80.5,4.6,877.8,150.3,306.6,False,False,False,2024-04
2024-04-11,85.1,87.0,4.72,902.9,167.7,342.0,False,False,False,2024-04
2024-04-12,85.4,87.7,4.7,888.4,149.0,304.0,False,False,False,2024-04
2024-04-13,83.5,81.9,4.77,879.9,155.7,317.5,False,False,False,2024-04
2024-04-14,86.1,84.3,4.99,878.7,136.7,278.9,False,False,False,2024-04
2024-04-15,88.3,87.4,5.07,886.0,155.4,316.9,False,False,False,2024-04
2024-04-16,94.1,87.2,5.47,883.5,147.7,301.2,False,False,False,2024-04
2024-04-17,87.2,82.7,4.7,884.9,162.3,331.1,False,False,False,2024-04
2024-04-18,87.5,91.6,5.3,897.6,164.8,336.3,False,False,False,2024-04
2024-04-19,86.1,91.1,4.94,883.0,182.4,372.0,False,False,False,2024-04
2024-04-20,78.7,77.9,4.99,862.9,157.2,320.8,False,False,False,2024-04
2024-04-21,86.2,87.9,5.2,870.8,154.1,314.3,False,False,False,2024-04
2024-04-22,86.5,87.4,4.66,888.9,152.4,311.0,False,False,False,2024-04
2024-04-23,96.0,100.0,5.11,891.2,145.6,297.0,False,False,False,2024-04
2024-04-24,85.3,88.7,5.05,869.2,154.2,314.6,False,False,False,2024-04
2024-04-25,87.2,86.8,5.15,887.3,146.3,298.5,False,False,False,2024-04
2024-04-26,85.8,82.9,5.09,899.4,152.1,310.3,False,False,False,2024-04
2024-04-27,81.1,76.3,5.74,871.5,166.5,339.6,False,False,False,2024-04
2024-04-28,90.3,90.9,4.81,895.8,137.4,280.3,False,False,False,2024-04
2024-04-29,88.6,86.4,4.84,884.3,164.2,335.1,False,False,False,2024-04
2024-04-30,88.7,84.4,4.81,880.5,166.5,339.6,False,False,False,2024-04
2024-05-01,81.8,79.8,4.83,883.2,148.5,303.0,False,False,False,2024-05
2024-05-02,90.9,87.7,4.81,882.9,123.5,251.9,False,False,False,2024-05
2024-05-03,79.6,84.7,5.36,883.7,142.4,290.5,False,False,False,2024-05
2024-05-04,87.5,90.1,5.43,890.7,166.2,339.1,False,False,False,2024-05
2024-05-05,93.8,93.7,4.83,887.1,149.7,305.4,False,False,False,2024-05
2024-05-06,80.9,85.4,4.75,890.4,137.5,280.5,False,False,False,2024-05
2024-05-07,82.5,82.7,5.14,877.9,143.7,293.1,False,False,False,2024-05
2024-05-08,85.0,82.4,4.83,872.9,160.5,327.4,False,False,False,2024-05
2024-05-09,82.5,87.1,5.19,888.8,156.8,319.9,False,False,False,2024-05
2024-05-10,78.2,79.8,5.06,868.6,147.0,299.9,False,False,False,2024-05
2024-05-11,84.5,81.4,4.55,877.9,145.4,296.6,False,False,False,2024-05
2024-05-12,79.9,79.3,5.46,875.1,145.1,296.0,False,False,False,2024-05
2024-05-13,85.9,83.2,5.54,888.6,138.5,282.5,False,False,False,2024-05
2024-05-14,80.2,76.0,4.82,875.0,170.2,347.2,False,False,False,2024-05
2024-05-15,89.9,92.7,4.88,891.0,146.0,297.8,False,False,False,2024-05
2024-05-16,80.4,86.2,5.09,889.9,165.2,337.0,False,False,False,2024-05
2024-05-17,82.1,77.9,5.1,884.6,169.0,344.8,False,False,False,2024-05
2024-05-18,86.5,88.2,5.2,890.3,162.5,331.5,False,False,False,2024-05
2024-05-19,78.2,76.2,5.6,871.6,144.6,295.0,False,False,False,2024-05
2024-05-20,83.9,82.4,4.95,868.4,155.0,316.3,False,False,False,2024-05
2024-05-21,88.0,86.3,4.76,875.0,149.7,305.4,False,False,False,2024-05
2024-05-22,76.2,73.6,4.59,865.9,138.7,283.0,False,False,False,2024-05
2024-05-23,83.2,83.4,4.78,875.2,154.1,314.3,False,False,False,2024-05
2024-05-24,83.4,80.9,4.99,875.5,135.3,275.9,False,False,False,2024-05
2024-05-25,85.3,86.1,5.54,883.8,164.8,336.3,False,False,False,2024-05
2024-05-26,77.0,76.9,4.84,876.5,144.2,294.2,False,False,False,2024-05
2024-05-27,76.5,75.8,5.07,870.4,152.5,311.1,False,False,False,2024-05
2024-05-28,83.7,81.0,5.0,881.1,153.5,313.2,False,False,False,2024-05
2024-05-29,82.7,80.9,5.36,877.6,146.8,299.4,False,False,False,2024-05
2024-05-30,82.3,84.6,5.76,865.7,157.3,321.0,False,False,False,2024-05
2024-05-31,82.5,84.0,4.84,873.3,144.1,293.9,False,False,False,2024-05
2024-06-01,78.2,75.3,4.85,869.2,160.9,328.2,False,False,False,2024-06
2024-06-02,81.7,82.0,5.31,868.7,133.2,271.7,False,False,False,2024-06
2024-06-03,81.7,84.0,5.2,885.6,151.6,309.2,False,False,False,2024-06
2024-06-04,77.5,72.5,5.55,879.3,174.2,355.4,False,False,False,2024-06
2024-06-05,87.7,89.3,5.18,896.9,137.5,280.5,False,False,False,2024-06
2024-06-06,81.9,79.9,4.89,874.2,141.5,288.7,False,False,False,2024-06
2024-06-07,75.1,76.8,5.18,884.1,156.4,319.1,False,False,False,2024-06
2024-06-08,82.3,80.0,5.33,877.2,152.2,310.6,False,False,False,2024-06
2024-06-09,75.5,70.1,5.0,861.5,174.4,355.7,False,False,True,2024-06
2024-06-10,82.4,77.5,5.0,868.1,176.9,360.8,False,False,True,2024-06
2024-06-11,83.7,83.8,4.9,878.2,179.5,366.1,False,False,True,2024-06
2024-06-12,75.6,76.4,5.05,868.5,186.1,379.7,False,False,True,2024-06
2024-06-13,82.5,79.8,5.02,877.1,178.2,363.4,False,False,True,2024-06
2024-06-14,80.1,82.0,5.05,879.7,170.8,348.4,False,False,True,2024-06
2024-06-15,81.6,76.6,4.86,871.9,183.0,373.2,False,False,True,2024-06
2024-06-16,85.7,85.5,5.1,886.0,199.1,406.1,False,True,True,2024-06
2024-06-17,76.9,73.3,4.99,877.4,174.4,355.8,False,False,True,2024-06
2024-06-18,74.7,72.7,5.06,874.8,164.7,335.9,False,False,True,2024-06
2024-06-19,73.9,74.1,4.95,857.0,191.4,390.5,False,False,True,2024-06
2024-06-20,74.0,71.4,5.03,845.3,176.8,360.8,False,False,True,2024-06
2024-06-21,76.8,75.6,4.95,878.2,152.0,310.0,False,False,True,2024-06
2024-06-22,78.2,81.2,4.97,866.6,190.5,388.6,False,False,True,2024-06
2024-06-23,77.8,76.0,5.1,869.4,173.9,354.8,False,False,True,2024-06
2024-06-24,79.8,82.3,4.99,869.4,180.3,367.7,False,False,True,2024-06
2024-06-25,76.3,72.9,5.01,853.1,186.3,380.1,False,False,True,2024-06
2024-06-26,81.8,83.4,5.04,884.5,185.3,378.0,False,False,True,2024-06
2024-06-27,74.8,79.1,5.02,881.0,192.5,392.8,False,False,True,2024-06
2024-06-28,86.5,79.1,5.01,870.3,179.0,365.1,False,False,True,2024-06
2024-06-29,77.9,75.5,5.02,849.9,191.6,390.9,False,False,True,2024-06
2024-06-30,71.8,73.5,5.12,863.8,182.7,372.7,False,False,True,2024-06
2024-07-01,70.7,70.1,5.0,867.3,195.9,399.7,False,False,True,2024-07
2024-07-02,76.7,77.8,5.01,861.6,195.2,398.1,False,False,True,2024-07
2024-07-03,73.7,71.9,5.05,867.7,176.5,360.1,False,False,True,2024-07
2024-07-04,77.2,77.5,5.06,872.9,202.6,413.2,False,True,True,2024-07
2024-07-05,76.1,75.6,5.06,875.4,183.0,373.4,False,False,True,2024-07
2024-07-06,73.7,77.2,5.03,873.6,200.6,409.2,False,True,True,2024-07
2024-07-07,70.4,71.1,4.94,857.6,195.9,399.5,False,False,True,2024-07
2024-07-08,67.5,68.5,5.08,871.8,215.0,438.6,False,True,True,2024-07
2024-07-09,71.6,70.3,4.94,863.1,190.0,387.6,False,False,True,2024-07
2024-07-10,76.6,75.1,5.02,869.9,189.2,385.9,False,False,True,2024-07
2024-07-11,73.8,72.5,4.96,859.5,194.1,395.9,False,False,True,2024-07
2024-07-12,67.8,68.9,5.0,859.2,191.3,390.2,False,False,True,2024-07
2024-07-13,73.2,72.0,5.02,859.3,205.8,419.9,False,True,True,2024-07
2024-07-14,73.9,74.7,5.02,868.3,176.4,359.8,False,False,True,2024-07
2024-07-15,68.6,74.8,5.02,883.5,184.2,375.7,False,False,True,2024-07
2024-07-16,72.5,75.2,5.08,859.2,184.8,376.9,False,False,True,2024-07
2024-07-17,72.0,71.0,5.02,852.3,210.7,429.9,False,True,True,2024-07
2024-07-18,67.0,70.6,4.99,876.4,221.0,450.8,False,True,True,2024-07
2024-07-19,72.8,71.5,5.05,864.2,199.1,406.1,False,True,True,2024-07
2024-07-20,73.4,67.3,5.06,855.4,199.0,406.0,False,True,True,2024-07
2024-07-21,75.3,72.2,4.94,875.0,202.8,413.7,False,True,True,2024-07
2024-07-22,75.0,69.3,5.03,858.4,217.2,443.1,False,True,True,2024-07
2024-07-23,65.0,64.0,5.04,871.4,191.8,391.3,False,False,True,2024-07
2024-07-24,66.6,66.7,4.99,865.4,207.2,422.6,False,True,True,2024-07
2024-07-25,72.2,77.3,5.07,868.8,217.1,442.9,False,True,True,2024-07
2024-07-26,72.0,73.0,4.99,884.9,212.0,432.4,False,True,True,2024-07
2024-07-27,71.9,71.2,5.01,860.6,208.8,426.0,False,True,True,2024-07
2024-07-28,85.0,87.5,4.99,890.9,219.7,448.2,False,True,True,2024-07
2024-07-29,71.7,65.1,5.0,860.5,174.2,355.3,False,False,True,2024-07
2024-07-30,73.8,74.5,4.95,879.8,217.2,443.1,False,True,True,2024-07
2024-07-31,72.9,75.2,4.93,882.7,201.3,410.7,False,True,True,2024-07
2024-08-01,71.5,67.1,5.08,860.7,187.4,382.2,False,False,True,2024-08
2024-08-02,67.4,70.9,4.96,859.0,217.4,443.5,False,True,True,2024-08
2024-08-03,71.6,72.6,4.95,870.8,228.9,467.0,False,True,True,2024-08
2024-08-04,65.3,64.0,4.89,851.4,210.8,430.1,False,True,True,2024-08
2024-08-05,67.2,69.1,4.97,879.1,225.2,459.4,False,True,True,2024-08
2024-08-06,66.1,72.9,4.93,868.6,234.2,477.8,False,True,True,2024-08
2024-08-07,68.2,68.7,5.08,859.5,231.2,471.7,False,True,True,2024-08
2024-08-08,76.9,77.7,5.05,874.7,236.1,481.6,False,True,True,2024-08
2024-08-09,60.0,58.7,4.97,839.6,225.6,460.2,False,True,True,2024-08
2024-08-10,70.1,67.6,5.11,853.3,218.0,444.8,False,True,True,2024-08
2024-08-11,60.7,63.2,5.05,865.5,197.8,403.6,False,True,True,2024-08
2024-08-12,65.2,62.6,4.98,849.8,215.5,439.7,False,True,True,2024-08
2024-08-13,71.2,71.5,4.88,857.4,208.8,426.0,False,True,True,2024-08
2024-08-14,67.0,65.6,5.11,863.0,247.3,504.4,False,True,True,2024-08
2024-08-15,62.3,63.7,4.93,865.9,218.7,446.1,False,True,True,2024-08
2024-08-16,63.6,64.6,4.92,863.2,223.2,455.3,False,True,True,2024-08
2024-08-17,69.0,72.1,5.05,874.5,229.3,467.8,False,True,True,2024-08
2024-08-18,63.2,61.7,5.12,848.0,223.7,456.4,False,True,True,2024-08
2024-08-19,66.9,66.1,5.07,847.9,245.1,500.0,False,True,True,2024-08
2024-08-20,66.1,63.1,5.03,867.8,216.9,442.5,False,True,True,2024-08
2024-08-21,63.1,61.8,5.03,851.6,227.9,464.9,False,True,True,2024-08
2024-08-22,74.2,75.3,5.04,868.4,216.9,442.5,False,True,True,2024-08
2024-08-23,68.0,70.3,5.04,875.0,210.5,429.3,False,True,True,2024-08
2024-08-24,57.3,54.5,5.01,849.8,220.1,449.0,False,True,True,2024-08
2024-08-25,66.0,68.6,5.01,866.0,228.0,465.2,False,True,True,2024-08
2024-08-26,62.5,66.5,5.0,877.2,223.9,456.7,False,True,True,2024-08
2024-08-27,68.4,69.7,4.96,858.4,221.3,451.5,False,True,True,2024-08
2024-08-28,61.7,67.4,5.04,868.2,132.4,270.1,False,False,True,2024-08
2024-08-29,64.3,62.0,4.8,854.9,149.0,303.9,False,False,False,2024-08
2024-08-30,66.7,63.0,5.25,857.7,131.2,267.6,False,False,False,2024-08
2024-08-31,68.0,62.7,4.8,867.5,159.5,325.4,False,False,False,2024-08
2024-09-01,59.7,64.2,4.87,861.1,151.0,308.1,False,False,False,2024-09
2024-09-02,63.0,65.0,4.43,862.3,131.8,268.8,False,False,False,2024-09
2024-09-03,62.4,62.2,4.86,863.2,146.1,298.1,False,False,False,2024-09
2024-09-04,61.6,62.4,4.27,852.0,140.6,286.8,False,False,False,2024-09
2024-09-05,71.2,67.8,4.52,854.6,154.0,314.1,False,False,False,2024-09
2024-09-06,65.6,73.0,5.23,859.2,166.8,340.2,False,False,False,2024-09
2024-09-07,58.9,59.3,5.24,835.4,126.6,258.2,False,False,False,2024-09
2024-09-08,67.5,67.9,5.13,877.9,151.4,308.9,False,False,False,2024-09
2024-09-09,72.3,74.4,4.71,860.5,148.0,301.9,False,False,False,2024-09
2024-09-10,67.8,69.3,4.99,861.4,158.4,323.1,False,False,False,2024-09
2024-09-11,57.6,58.2,5.0,847.7,152.7,311.4,False,False,False,2024-09
2024-09-12,61.6,59.3,4.65,853.6,140.6,286.8,False,False,False,2024-09
2024-09-13,68.6,70.0,5.45,870.5,146.0,297.9,False,False,False,2024-09
2024-09-14,60.6,66.3,5.26,866.4,140.0,285.7,False,False,False,2024-09
2024-09-15,65.2,69.2,4.93,858.4,163.5,333.4,False,False,False,2024-09
2024-09-16,66.4,71.2,5.01,864.1,150.3,306.5,False,False,False,2024-09
2024-09-17,59.6,58.1,5.06,851.9,173.8,354.5,False,False,False,2024-09
2024-09-18,63.0,60.0,4.39,850.1,149.2,304.5,False,False,False,2024-09
2024-09-19,55.0,54.6,4.93,858.4,141.1,287.9,False,False,False,2024-09
2024-09-20,59.1,59.2,4.8,855.0,131.1,267.4,False,False,False,2024-09
2024-09-21,62.1,65.4,4.7,864.4,127.5,260.0,False,False,False,2024-09
2024-09-22,58.1,53.0,4.92,849.0,130.2,265.6,False,False,False,2024-09
2024-09-23,69.6,74.2,5.54,878.4,153.3,312.8,False,False,False,2024-09
2024-09-24,57.3,56.9,5.19,849.7,156.4,319.0,False,False,False,2024-09
2024-09-25,61.3,60.0,4.83,841.6,130.2,265.7,False,False,False,2024-09
2024-09-26,63.6,60.5,5.17,855.8,161.2,328.8,False,False,False,2024-09
2024-09-27,68.8,63.8,5.42,851.4,144.0,293.7,False,False,False,2024-09
2024-09-28,57.3,59.7,5.28,847.5,151.8,309.7,False,False,False,2024-09
2024-09-29,67.7,67.9,5.02,866.1,170.2,347.1,False,False,False,2024-09
2024-09-30,63.0,59.2,4.81,860.9,161.2,328.9,False,False,False,2024-09
2024-10-01,59.1,55.2,5.21,846.4,146.6,299.2,False,False,False,2024-10
2024-10-02,64.9,63.8,5.12,859.1,138.9,283.3,False,False,False,2024-10
2024-10-03,63.8,68.8,5.27,876.2,123.1,251.1,False,False,False,2024-10
2024-10-04,60.6,59.8,5.19,853.7,141.0,287.7,False,False,False,2024-10
2024-10-05,63.3,58.8,5.31,871.4,147.4,300.6,False,False,False,2024-10
2024-10-06,61.5,60.8,4.84,857.5,137.7,280.8,False,False,False,2024-10
2024-10-07,63.5,62.7,5.4,841.2,148.4,302.7,False,False,False,2024-10
2024-10-08,65.8,57.7,5.06,855.2,151.0,308.0,False,False,False,2024-10
2024-10-09,69.5,69.3,5.62,866.2,147.2,300.3,False,False,False,2024-10
2024-10-10,58.2,57.5,4.79,859.4,141.9,289.4,False,False,False,2024-10
2024-10-11,71.7,73.8,5.52,874.0,152.1,310.3,False,False,False,2024-10
2024-10-12,55.4,61.0,5.06,852.1,155.5,317.3,False,False,False,2024-10
2024-10-13,62.7,66.1,4.8,849.5,136.4,278.2,False,False,False,2024-10
2024-10-14,65.7,64.9,4.85,856.2,167.6,342.0,False,False,False,2024-10
2024-10-15,64.5,61.2,4.9,846.6,148.8,303.5,False,False,False,2024-10
2024-10-16,61.0,68.7,5.13,857.8,150.2,306.5,False,False,False,2024-10
2024-10-17,62.7,62.9,5.16,860.1,158.9,324.1,False,False,False,2024-10
2024-10-18,61.6,61.6,4.83,867.3,152.9,311.9,False,False,False,2024-10
2024-10-19,61.3,61.2,4.99,856.6,161.9,330.3,False,False,False,2024-10
2024-10-20,67.1,67.7,5.64,851.7,153.6,313.3,False,False,False,2024-10
2024-10-21,65.2,64.8,5.52,861.3,142.3,290.4,False,False,False,2024-10
2024-10-22,61.1,59.4,5.13,860.8,154.5,315.2,False,False,False,2024-10
2024-10-23,67.5,65.9,5.01,854.2,135.7,276.8,False,False,False,2024-10
2024-10-24,65.2,65.1,5.04,857.1,151.4,308.8,False,False,False,2024-10
2024-10-25,67.4,65.7,5.18,859.0,149.6,305.2,False,False,False,2024-10
2024-10-26,66.7,64.6,4.69,851.2,147.4,300.7,False,False,False,2024-10
2024-10-27,61.0,61.3,4.92,858.7,148.4,302.7,False,False,False,2024-10
2024-10-28,62.1,61.4,4.5,852.7,126.5,258.0,False,False,False,2024-10
2024-10-29,67.5,72.0,5.12,869.7,143.1,292.0,False,False,False,2024-10
2024-10-30,67.0,59.1,5.19,843.8,151.2,308.4,False,False,False,2024-10
2024-10-31,64.6,67.9,4.86,857.9,152.0,310.1,False,False,False,2024-10
2024-11-01,65.3,69.0,5.47,868.6,137.2,279.8,False,False,False,2024-11
2024-11-02,70.0,63.8,4.63,853.6,165.8,338.3,False,False,False,2024-11
2024-11-03,62.6,61.6,4.56,867.8,139.2,283.9,False,False,False,2024-11
2024-11-04,67.3,66.2,5.07,856.2,162.1,330.7,False,False,False,2024-11
2024-11-05,64.4,60.2,5.31,854.1,155.3,316.9,False,False,False,2024-11
2024-11-06,64.5,62.2,5.51,862.1,141.9,289.5,False,False,False,2024-11
2024-11-07,69.9,66.6,4.86,848.5,172.2,351.3,False,False,False,2024-11
2024-11-08,68.9,74.2,5.32,854.9,135.1,275.6,False,False,False,2024-11
2024-11-09,69.0,71.8,4.99,854.0,161.5,329.4,False,False,False,2024-11
2024-11-10,71.1,74.9,4.95,880.0,162.5,331.5,False,False,False,2024-11
2024-11-11,66.1,68.3,5.27,857.5,141.6,288.9,False,False,False,2024-11
2024-11-12,68.9,65.5,5.2,879.1,167.4,341.5,False,False,False,2024-11
2024-11-13,65.1,63.5,4.53,851.7,146.9,299.6,False,False,False,2024-11
2024-11-14,67.7,69.2,5.44,864.5,153.6,313.4,False,False,False,2024-11
2024-11-15,66.1,62.4,5.41,867.2,153.3,312.6,False,False,False,2024-11
2024-11-16,67.1,69.3,4.81,879.2,148.3,302.6,False,False,False,2024-11
2024-11-17,69.3,68.5,5.12,878.8,160.1,326.7,False,False,False,2024-11
2024-11-18,63.8,62.6,5.15,864.8,159.9,326.2,False,False,False,2024-11
2024-11-19,75.6,77.7,5.08,881.4,128.1,261.4,False,False,False,2024-11
2024-11-20,63.3,64.7,4.83,862.3,166.3,339.3,False,False,False,2024-11
2024-11-21,62.7,61.6,4.8,860.1,129.2,263.6,False,False,False,2024-11
2024-11-22,72.3,75.8,4.99,866.5,162.9,332.3,False,False,False,2024-11
2024-11-23,71.0,67.8,5.35,854.8,164.1,334.7,False,False,False,2024-11
2024-11-24,70.5,72.4,5.16,866.8,136.4,278.2,False,False,False,2024-11
